propiedad;precio;ALMACENES PEQUENOS VENTA DE ALIMENTOS;ESTABLECIMIENTOS DE ENSENANZA PRIMARIA Y SECUNDARIA PARA ADULTOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;PELUQUERIAS Y SALONES DE BELLEZA;SECTOR
4541;8009;211;1200;127;51;
4542;8013;271;151;653;299;
4543;8050;117;272;15;183;
4544;8050;330;164;240;196;
4545;8050;282;81;1394;298;
4546;8070;998;146;254;163;
4547;8070;244;264;481;278;
4548;8070;43;298;273;80;
4549;8070;190;1054;183;181;
4550;8100;583;97;442;1378;
4551;8100;90;176;295;82;
4552;8100;1016;150;553;221;
4553;8100;236;289;542;1072;
4554;8100;554;9;529;232;
4555;8100;19;257;40;7;
4556;8100;838;267;371;2;
4557;8100;598;1;85;59;
4558;8100;235;27;276;481;
4559;8150;130;283;110;145;
4560;8160;781;648;451;484;
4561;8160;205;186;225;108;
4562;8163;550;814;688;551;
4563;8180;15;74;8;19;
4564;8185;323;167;321;339;
4565;8190;827;95;240;129;
4566;8192;181;307;180;271;
4567;8200;194;149;830;142;
4568;8200;187;350;64;109;
4569;8200;219;275;395;1337;
4570;8200;261;364;104;56;
4571;8200;263;258;320;276;
4572;8200;325;774;233;350;
4573;8200;370;492;1189;309;
4574;8200;260;283;1190;806;
4575;8200;102;227;294;210;
4576;8200;241;152;377;263;
4577;8200;1328;263;795;1326;
4578;8200;249;92;1344;448;
4579;8200;128;268;242;67;
4580;8200;254;256;355;244;
4581;8200;340;28;154;9;
4582;8200;259;246;352;233;
4583;8200;298;264;372;294;
4584;8200;58;212;302;4;
4585;8200;314;131;987;924;
4586;8200;284;238;389;279;
4587;8200;191;255;240;34;
4588;8220;199;168;234;1329;
4589;8230;283;175;700;352;
4590;8250;892;29;923;56;
4591;8250;1097;132;184;610;
4592;8250;895;519;966;1007;
4593;8250;90;62;318;46;
4594;8257;174;285;1380;501;
4595;8257;155;141;286;151;
4596;8257;1363;195;798;30;
4597;8257;141;20;206;66;
4598;8257;1258;1096;594;1116;
4599;8257;287;265;325;326;
4600;8257;1130;199;280;1098;
4601;8270;393;253;270;1322;
4602;8280;326;55;1384;372;
4603;8290;1103;1328;863;649;
4604;8290;286;299;334;201;
4605;8290;42;23;324;56;
4606;8300;371;112;545;550;
4607;8300;482;98;30;43;
4608;8300;1372;1164;1044;550;
4609;8300;40;27;1001;227;
4610;8300;915;90;77;89;
4611;8300;235;282;343;294;
4612;8300;1274;591;828;1044;
4613;8300;329;126;376;1002;
4614;8300;1087;133;122;259;
4615;8300;1097;233;255;222;
4616;8300;156;242;241;69;
4617;8300;383;98;261;284;
4618;8300;149;113;269;81;
4619;8300;1245;287;27;905;
4620;8300;565;493;1249;1031;
4621;8320;194;188;214;875;
4622;8350;1351;628;883;564;
4623;8350;878;172;1285;866;
4624;8350;233;221;268;296;
4625;8350;602;1114;502;650;
4626;8350;22;29;191;181;
4627;8350;201;173;735;133;
4628;8370;14;146;260;95;
4629;8370;159;19;103;22;
4630;8393;103;252;304;109;
4631;8400;262;1233;592;892;
4632;8400;260;67;347;822;
4633;8400;29;169;284;22;
4634;8400;979;1372;482;752;
4635;8400;1373;157;199;225;
4636;8400;347;1293;285;264;
4637;8400;10;1019;301;31;
4638;8443;48;188;40;141;
4639;8445;269;215;202;260;
4640;8445;105;137;175;24;
4641;8445;191;221;1383;1054;
4642;8445;278;181;293;281;
4643;8445;146;135;863;382;
4644;8445;326;9;1009;203;
4645;8445;1213;130;241;399;
4646;8450;498;178;1320;270;
4647;8450;354;52;434;691;
4648;8450;190;49;300;76;
4649;8450;179;168;645;191;
4650;8460;108;247;829;147;
4651;8470;282;144;1335;184;
4652;8482;232;108;1188;175;
4653;8485;235;293;787;235;
4654;8490;1358;278;248;154;
4655;8490;322;85;670;221;
4656;8490;171;98;40;153;
4657;8490;1292;154;1230;202;
4658;8490;67;180;201;33;
4659;8490;373;268;219;349;
4660;8490;145;116;214;211;
4661;8490;1258;170;1162;371;
4662;8490;150;113;326;206;
4663;8500;848;247;686;347;
4664;8500;63;159;1319;62;
4665;8500;266;102;225;257;
4666;8500;47;238;268;997;
4667;8500;1001;723;1326;1299;
4668;8500;686;125;162;134;
4669;8500;281;181;15;250;
4670;8500;146;299;256;117;
4671;8500;660;16;1271;4;
4672;8500;88;794;327;88;
4673;8500;44;221;129;55;
4674;8500;42;350;105;95;
4675;8500;293;226;82;187;
4676;8500;113;1255;124;185;
4677;8500;111;261;804;159;
4678;8500;937;783;1256;398;
4679;8500;1120;307;1349;825;
4680;8500;1297;334;896;764;
4681;8500;307;265;276;557;
4682;8500;878;781;1148;1350;
4683;8500;572;873;891;392;
4684;8500;161;205;680;142;
4685;8500;225;225;260;379;
4686;8500;81;211;151;259;
4687;8500;397;108;1088;249;
4688;8500;237;394;387;399;
4689;8500;339;161;373;351;
4690;8500;234;231;66;125;
4691;8500;206;289;232;321;
4692;8500;137;194;58;198;
4693;8500;182;59;77;96;
4694;8500;779;1224;1280;808;
4695;8500;192;205;207;148;
4696;8500;304;137;449;227;
4697;8500;418;160;129;171;
4698;8500;275;168;1319;239;
4699;8500;216;166;263;373;
4700;8500;98;369;122;47;
4701;8500;343;67;753;287;
4702;8500;201;122;84;250;
4703;8500;809;591;744;894;
4704;8500;318;132;1347;1022;
4705;8500;95;187;234;85;
4706;8500;1142;840;1051;762;
4707;8500;226;183;1052;290;
4708;8500;1116;197;1231;188;
4709;8530;498;187;474;199;
4710;8550;32;101;176;69;
4711;8552;262;165;679;195;
4712;8558;192;48;61;263;
4713;8562;252;104;999;165;
4714;8571;235;228;1348;229;
4715;8590;187;294;852;944;
4716;8590;308;146;35;246;
4717;8590;835;1221;871;1010;
4718;8600;524;471;1009;341;
4719;8600;95;169;91;65;
4720;8600;1265;1015;416;500;
4721;8600;1368;1202;467;1366;
4722;8600;796;867;790;1150;
4723;8600;1294;1215;832;1120;
4724;8600;99;174;186;71;
4725;8600;326;45;258;102;
4726;8600;88;4;70;261;
4727;8600;384;33;692;277;
4728;8600;1263;38;1269;9;
4729;8600;266;1158;971;143;
4730;8600;69;44;34;183;
4731;8600;328;372;340;302;
4732;8610;123;170;202;1064;
4733;8620;352;179;34;371;
4734;8633;18;110;537;5;
4735;8633;610;694;1046;1174;
4736;8633;1020;146;142;200;
4737;8633;44;148;102;78;
4738;8633;907;644;977;1076;
4739;8633;112;62;218;27;
4740;8633;847;138;464;946;
4741;8633;67;351;175;85;
4742;8633;496;187;600;1267;
4743;8633;741;150;157;186;
4744;8633;1028;1153;501;889;
4745;8633;206;48;271;276;
4746;8633;327;1110;326;330;
4747;8644;370;29;124;371;
4748;8645;278;173;862;180;
4749;8652;277;130;1247;241;
4750;8660;347;163;400;788;
4751;8674;49;151;140;76;
4752;8680;170;361;258;186;
4753;8690;831;1240;1048;1085;
4754;8695;386;76;1385;289;
4755;8700;25;239;285;13;
4756;8700;198;176;61;9;
4757;8700;301;243;104;67;
4758;8700;160;313;320;689;
4759;8700;986;1203;294;1252;
4760;8700;186;20;30;399;
4761;8700;471;842;1169;1362;
4762;8700;381;616;1098;1185;
4763;8700;155;375;170;156;
4764;8700;261;21;229;285;
4765;8700;342;603;135;114;
4766;8700;296;194;1210;1182;
4767;8700;278;158;1382;1279;
4768;8700;361;1188;280;225;
4769;8700;623;475;881;10;
4770;8700;54;134;61;2;
4771;8700;58;984;306;34;
4772;8700;360;868;272;330;
4773;8708;108;19;164;97;
4774;8720;285;296;541;243;
4775;8736;263;152;886;177;
4776;8742;1051;241;685;273;
4777;8745;134;105;106;218;
4778;8750;119;145;127;188;
4779;8750;184;243;1301;291;
4780;8750;720;151;135;119;
4781;8783;92;132;85;43;
4782;8783;209;152;241;261;
4783;8790;320;183;223;134;
4784;8790;1058;301;125;1155;
4785;8790;196;395;161;75;
4786;8800;180;179;273;115;
4787;8800;209;171;150;250;
4788;8800;295;10;282;261;
4789;8800;195;337;377;464;
4790;8800;319;36;277;195;
4791;8800;255;137;134;196;
4792;8800;69;132;217;170;
4793;8800;321;265;1221;254;
4794;8800;287;230;313;278;
4795;8800;1081;363;814;870;
4796;8800;167;146;170;255;
4797;8800;1029;693;1394;987;
4798;8800;263;16;267;206;
4799;8800;109;275;107;33;
4800;8800;655;296;896;705;
4801;8800;800;182;1024;251;
4802;8800;154;292;140;16;
4803;8800;54;252;208;23;
4804;8800;322;599;1311;320;
4805;8800;1063;902;1370;361;
4806;8800;508;262;1164;830;
4807;8800;1346;977;1061;1392;
4808;8800;233;825;60;124;
4809;8820;347;139;139;116;
4810;8820;202;173;1100;817;
4811;8820;162;393;211;175;
4812;8820;357;15;201;111;
4813;8850;750;424;729;1127;
4814;8850;1384;632;1182;880;
4815;8850;342;46;594;330;
4816;8850;352;106;583;245;
4817;8890;227;1219;51;211;
4818;8895;284;93;293;222;
4819;8899;840;315;643;225;
4820;8900;1332;146;265;1057;
4821;8900;32;113;1335;1098;
4822;8900;122;550;15;189;
4823;8900;189;228;1062;1249;
4824;8900;238;493;150;66;
4825;8900;1299;641;720;657;
4826;8900;544;931;835;303;
4827;8900;90;276;155;898;
4828;8900;133;309;96;149;
4829;8900;139;195;704;963;
4830;8900;150;1239;123;83;
4831;8900;400;86;287;174;
4832;8900;68;904;332;99;
4833;8900;265;54;179;227;
4834;8900;586;23;65;198;
4835;8900;147;168;463;1201;
4836;8900;27;155;265;84;
4837;8900;72;3;35;204;
4838;8900;149;347;254;1119;
4839;8900;191;111;275;200;
4840;8900;280;108;918;254;
4841;8900;117;8;707;195;
4842;8900;53;81;336;60;
4843;8950;357;156;336;1079;
4844;8950;259;826;209;295;
4845;8950;941;193;970;924;
4846;8950;223;547;111;1037;
4847;8955;288;219;611;217;
4848;8980;84;400;168;54;
4849;8980;100;1272;370;182;
4850;8980;1192;113;1162;205;
4851;8990;171;260;835;1145;
4852;8990;20;225;359;5;
4853;8990;327;682;124;359;
4854;8990;224;57;211;243;
4855;8990;354;715;165;384;
4856;8990;103;195;202;118;
4857;8990;256;396;317;319;
4858;8990;398;905;171;388;
4859;8990;160;317;400;335;
4860;8990;239;153;1129;237;
4861;8990;942;203;435;1057;
4862;8990;378;934;224;318;
4863;9000;60;708;366;65;
4864;9000;45;342;180;47;
4865;9000;122;56;72;15;
4866;9000;148;195;896;110;
4867;9000;237;272;475;291;
4868;9000;209;318;888;243;
4869;9000;166;152;763;137;
4870;9000;136;347;151;70;
4871;9000;284;289;1161;201;
4872;9000;33;279;373;262;
4873;9000;304;334;897;900;
4874;9000;931;1107;726;696;
4875;9000;169;291;250;109;
4876;9000;92;156;135;48;
4877;9000;48;289;320;84;
4878;9000;251;300;960;207;
4879;9000;1051;752;1350;924;
4880;9000;562;324;213;272;
4881;9000;731;1051;1310;265;
4882;9000;171;201;660;567;
4883;9000;30;401;368;19;
4884;9000;26;184;179;74;
4885;9000;1018;1297;536;1111;
4886;9000;322;10;339;731;
4887;9000;246;327;870;205;
4888;9000;71;280;194;88;
4889;9000;214;68;48;272;
4890;9000;249;96;17;235;
4891;9000;224;81;71;241;
4892;9000;347;155;1254;1321;
4893;9000;65;99;323;280;
4894;9005;381;133;139;309;
4895;9008;276;111;24;264;
4896;9008;814;1273;1154;415;
4897;9008;122;382;81;158;
4898;9008;127;199;319;179;
4899;9008;399;184;180;387;
4900;9008;1361;32;983;594;
4901;9008;891;139;901;1031;
4902;9008;391;35;1321;344;
4903;9010;370;212;64;193;
4904;9023;87;216;47;1258;
4905;9050;18;285;229;53;
4906;9050;657;691;899;1306;
4907;9050;96;47;822;260;
4908;9060;202;237;352;250;
4909;9060;239;247;337;239;
4910;9095;89;255;288;893;
4911;9100;135;76;373;375;
4912;9100;137;173;226;305;
4913;9100;392;57;307;380;
4914;9100;1400;122;161;18;
4915;9100;41;19;1295;171;
4916;9100;221;216;270;286;
4917;9100;1345;1094;800;1116;
4918;9100;111;59;1318;155;
4919;9100;311;60;432;1330;
4920;9100;170;278;199;129;
4921;9100;34;395;172;113;
4922;9114;366;142;688;204;
4923;9145;255;321;303;365;
4924;9190;442;576;1127;326;
4925;9190;333;288;204;374;
4926;9196;146;115;138;145;
4927;9196;192;139;247;359;
4928;9196;64;26;571;193;
4929;9196;10;220;256;4;
4930;9196;567;763;1374;600;
4931;9200;328;322;593;321;
4932;9200;214;300;390;299;
4933;9200;244;150;626;208;
4934;9200;32;218;1386;398;
4935;9200;544;1143;468;847;
4936;9200;187;35;124;242;
4937;9200;300;296;140;163;
4938;9200;299;250;656;275;
4939;9200;215;178;107;258;
4940;9200;1377;1236;235;1184;
4941;9200;1083;859;625;1064;
4942;9200;96;53;400;4;
4943;9200;252;179;164;294;
4944;9200;697;1011;257;1011;
4945;9200;197;183;787;197;
4946;9200;1355;1391;1078;974;
4947;9200;19;184;1010;73;
4948;9200;21;41;91;295;
4949;9200;85;240;281;85;
4950;9230;372;56;223;111;
4951;9250;635;775;752;451;
4952;9250;190;120;1025;178;
4953;9250;202;77;539;349;
4954;9274;255;12;312;580;
4955;9280;283;714;686;1223;
4956;9290;1235;178;101;761;
4957;9290;1286;144;174;1253;
4958;9292;279;31;501;233;
4959;9300;217;211;302;236;
4960;9300;171;42;24;75;
4961;9300;344;6;659;278;
4962;9300;963;907;707;1110;
4963;9300;114;1049;887;1063;
4964;9300;291;806;168;115;
4965;9300;186;211;138;175;
4966;9300;231;680;297;392;
4967;9300;199;104;59;151;
4968;9300;136;160;164;168;
4969;9300;126;306;101;282;
4970;9300;396;89;855;182;
4971;9300;281;294;264;103;
4972;9300;54;180;189;28;
4973;9300;27;370;156;40;
4974;9300;406;181;394;107;
4975;9308;776;277;1347;312;
4976;9308;63;479;303;32;
4977;9346;68;169;176;65;
4978;9350;342;437;284;381;
4979;9380;201;184;250;359;
4980;9380;330;220;700;345;
4981;9380;899;136;15;315;
4982;9383;1218;1057;531;781;
4983;9383;83;151;229;10;
4984;9383;944;1115;1043;1116;
4985;9383;195;157;242;1102;
4986;9383;1259;546;1266;446;
4987;9383;272;256;169;190;
4988;9383;339;785;351;1380;
4989;9383;554;991;504;502;
4990;9383;101;136;23;145;
4991;9390;357;214;814;55;
4992;9390;218;220;171;177;
4993;9400;1347;114;402;366;
4994;9400;199;367;122;164;
4995;9400;735;148;327;240;
4996;9400;106;261;654;364;
4997;9400;44;11;378;29;
4998;9400;182;334;251;123;
4999;9400;372;138;1263;1262;
5000;9400;226;210;156;8;
5001;9400;345;21;100;227;
5002;9400;909;41;1057;1192;
5003;9400;161;131;108;253;
5004;9400;125;392;203;351;
5005;9445;195;311;173;111;
5006;9450;270;286;293;238;
5007;9480;70;164;173;74;
5008;9490;203;255;205;300;
5009;9500;385;288;127;1017;
5010;9500;75;59;194;54;
5011;9500;310;277;218;808;
5012;9500;241;276;237;143;
5013;9500;45;804;350;90;
5014;9500;950;834;1128;883;
5015;9500;238;115;49;215;
5016;9500;313;181;388;386;
5017;9500;174;354;153;190;
5018;9500;69;85;182;252;
5019;9500;102;322;138;70;
5020;9500;190;37;344;162;
5021;9500;161;310;93;131;
5022;9500;65;504;188;399;
5023;9500;168;246;126;161;
5024;9500;142;117;145;71;
5025;9500;274;58;87;135;
5026;9500;1096;64;198;531;
5027;9500;78;1116;394;52;
5028;9500;151;341;96;142;
5029;9500;360;55;312;302;
5030;9500;206;274;118;36;
5031;9500;247;237;132;5;
5032;9500;94;3;55;211;
5033;9500;741;473;352;320;
5034;9500;250;147;360;644;
5035;9500;278;250;186;64;
5036;9500;101;95;761;690;
5037;9500;577;1388;1306;434;
5038;9500;378;41;375;355;
5039;9500;428;180;1151;729;
5040;9500;906;410;1094;1137;
5041;9500;1156;693;487;1196;
5042;9500;205;176;367;612;
5043;9500;785;1108;660;612;
5044;9500;170;153;184;163;
5045;9500;165;97;169;129;
5046;9500;199;232;154;200;
5047;9500;40;339;58;21;
5048;9500;992;145;636;100;
5049;9500;302;108;1360;201;
5050;9540;153;147;234;198;
5051;9550;387;4;84;86;
5052;9550;237;222;1159;289;
5053;9571;370;46;284;164;
5054;9600;1363;1327;1102;1000;
5055;9600;38;168;176;17;
5056;9600;51;68;133;169;
5057;9600;283;230;39;274;
5058;9600;50;76;3;138;
5059;9600;391;153;338;179;
5060;9600;225;358;806;205;
5061;9600;316;35;455;328;
5062;9600;1089;225;699;52;
5063;9601;106;210;291;149;
5064;9660;439;193;346;360;
5065;9684;82;3;72;221;
5066;9684;289;215;190;112;
5067;9684;98;259;387;766;
5068;9684;374;17;567;266;
5069;9685;209;61;850;635;
5070;9700;19;38;45;260;
5071;9700;212;26;262;252;
5072;9700;108;1116;115;51;
5073;9700;235;1;157;22;
5074;9700;60;212;2;85;
5075;9700;958;128;163;664;
5076;9700;202;297;359;268;
5077;9700;377;852;206;242;
5078;9700;102;1243;195;91;
5079;9721;214;23;1029;397;
5080;9721;81;209;402;189;
5081;9750;1324;264;206;262;
5082;9759;258;107;231;236;
5083;9759;117;107;346;299;
5084;9759;291;271;190;103;
5085;9759;150;113;235;239;
5086;9759;264;236;308;264;
5087;9759;94;279;151;61;
5088;9790;977;108;658;146;
5089;9800;1287;156;697;159;
5090;9800;182;107;115;298;
5091;9800;150;81;1260;363;
5092;9800;885;325;1369;998;
5093;9800;657;328;163;195;
5094;9800;137;285;103;226;
5095;9800;42;175;25;388;
5096;9800;951;120;35;28;
5097;9800;92;58;381;65;
5098;9800;1122;1175;474;863;
5099;9800;325;362;1111;204;
5100;9800;239;573;275;441;
5101;9800;265;1359;1013;299;
5102;9800;132;494;543;1239;
5103;9800;968;1391;531;574;
5104;9800;160;102;237;197;
5105;9800;946;144;156;135;
5106;9800;159;58;515;6;
5107;9800;243;192;1386;271;
5108;9800;1169;53;1084;59;
5109;9826;173;83;49;42;
5110;9850;148;618;194;82;
5111;9900;61;375;386;281;
5112;9900;321;185;132;340;
5113;9900;1165;1093;1105;459;
5114;9900;223;1095;167;258;
5115;9900;21;275;243;12;
5116;9900;744;634;368;1150;
5117;9900;154;192;219;199;
5118;9900;1073;87;364;70;
5119;9900;32;217;853;192;
5120;9900;28;654;353;86;
5121;9900;230;380;245;246;
5122;9900;8;1222;382;66;
5123;9900;156;315;125;37;
5124;9900;105;156;924;373;
5125;9900;254;22;184;228;
5126;9900;44;188;64;36;
5127;9900;120;341;187;87;
5128;9900;12;202;166;48;
5129;9900;122;400;729;827;
5130;9900;121;170;1112;829;
5131;9900;747;665;118;230;
5132;9900;536;81;1378;170;
5133;9918;221;185;880;141;
5134;9920;62;271;575;8;
5135;9925;384;1006;299;392;
5136;9946;1344;934;525;939;
5137;9950;98;381;1370;261;
5138;9950;4;243;126;37;
5139;9950;913;801;1076;815;
5140;9950;1285;103;180;152;
5141;9980;148;150;157;295;
5142;9980;870;1397;402;800;
5143;9984;81;254;154;12;
5144;9984;78;295;198;88;
5145;9990;200;305;224;79;
5146;9990;85;75;29;207;
5147;9990;57;27;182;136;
5148;9990;484;805;864;701;
5149;9990;1289;269;284;221;
5150;10000;363;93;304;35;
5151;10000;374;1248;623;1169;
5152;10000;937;807;806;911;
5153;10000;237;270;108;184;
5154;10000;324;21;95;313;
5155;10000;977;400;335;1119;
5156;10000;445;1013;834;469;
5157;10000;943;366;352;399;
5158;10000;194;236;114;180;
5159;10000;162;212;187;295;
5160;10000;1006;738;938;325;
5161;10000;136;322;268;394;
5162;10000;112;228;398;49;
5163;10000;325;188;197;145;
5164;10000;1280;243;110;142;
5165;10000;118;116;115;134;
5166;10000;333;286;150;195;
5167;10000;766;585;1001;1191;
5168;10000;336;253;116;181;
5169;10000;279;287;271;217;
5170;10000;105;372;117;278;
5171;10000;89;268;269;515;
5172;10000;215;116;1201;175;
5173;10000;307;246;319;385;
5174;10000;5;212;135;8;
5175;10000;621;830;674;1155;
5176;10000;125;142;143;286;
5177;10010;241;31;56;294;
5178;10020;381;164;206;371;
5179;10059;131;215;1339;1218;
5180;10096;20;92;164;74;
5181;10096;357;26;237;172;
5182;10100;298;336;194;120;
5183;10100;247;201;980;284;
5184;10100;257;203;1357;284;
5185;10134;1260;968;609;987;
5186;10134;164;128;73;34;
5187;10134;98;303;65;52;
5188;10134;181;164;1193;189;
5189;10190;40;241;252;56;
5190;10200;1259;1096;441;582;
5191;10200;62;122;69;56;
5192;10200;94;226;156;56;
5193;10200;388;199;290;328;
5194;10200;49;322;734;289;
5195;10200;292;263;65;97;
5196;10200;296;732;177;43;
5197;10200;106;44;16;145;
5198;10200;59;65;230;357;
5199;10204;425;144;680;25;
5200;10220;7;54;62;207;
5201;10238;80;384;165;200;
5202;10240;324;1210;256;350;
5203;10250;25;185;198;75;
5204;10250;1105;660;1030;197;
5205;10290;1333;158;599;311;
5206;10300;401;535;711;100;
5207;10300;983;141;138;1267;
5208;10300;870;106;107;1312;
5209;10300;982;70;59;21;
5210;10300;1149;73;324;1238;
5211;10300;333;113;396;1212;
5212;10300;1166;166;122;912;
5213;10300;111;998;147;283;
5214;10300;284;283;28;10;
5215;10300;1313;74;614;340;
5216;10350;506;318;535;606;
5217;10350;1185;387;853;983;
5218;10350;109;117;283;1202;
5219;10400;383;86;617;1093;
5220;10400;3;37;192;89;
5221;10400;274;359;98;78;
5222;10400;161;149;852;225;
5223;10400;122;388;119;154;
5224;10400;113;359;156;191;
5225;10400;233;327;169;76;
5226;10400;144;108;896;246;
5227;10400;136;108;395;135;
5228;10434;9;58;237;60;
5229;10435;63;1089;19;69;
5230;10450;171;278;189;241;
5231;10475;182;307;160;135;
5232;10480;322;128;284;317;
5233;10480;1336;64;7;112;
5234;10490;145;226;1305;104;
5235;10490;330;149;1383;479;
5236;10500;388;341;341;371;
5237;10500;44;331;248;5;
5238;10500;4;273;110;21;
5239;10500;87;380;160;89;
5240;10500;122;164;174;286;
5241;10500;259;6;1290;295;
5242;10500;487;850;307;372;
5243;10500;204;617;174;26;
5244;10500;150;206;284;328;
5245;10500;141;643;178;49;
5246;10500;387;170;76;371;
5247;10500;1297;201;175;114;
5248;10500;1360;202;112;148;
5249;10500;237;207;1300;264;
5250;10500;222;362;80;35;
5251;10500;184;91;284;57;
5252;10500;114;177;463;140;
5253;10500;184;189;450;999;
5254;10500;177;167;339;173;
5255;10500;215;396;2;74;
5256;10500;164;166;283;101;
5257;10500;254;85;1083;361;
5258;10500;138;301;1076;152;
5259;10500;1277;1206;554;500;
5260;10500;68;289;157;88;
5261;10500;147;241;398;181;
5262;10500;175;203;380;149;
5263;10500;378;41;445;319;
5264;10500;296;278;640;261;
5265;10500;1205;726;604;115;
5266;10500;271;388;890;351;
5267;10500;690;217;147;157;
5268;10500;18;168;180;16;
5269;10500;66;46;315;78;
5270;10500;492;242;169;112;
5271;10500;351;274;109;180;
5272;10509;202;32;250;12;
5273;10509;93;14;258;49;
5274;10509;181;172;260;105;
5275;10509;228;310;196;37;
5276;10519;56;270;290;94;
5277;10532;290;199;841;152;
5278;10550;145;8;361;615;
5279;10550;224;299;1;228;
5280;10550;372;253;287;1044;
5281;10569;233;1141;137;64;
5282;10600;1399;1002;1122;1375;
5283;10600;55;60;248;129;
5284;10600;444;192;246;1095;
5285;10600;308;107;270;221;
5286;10600;440;187;335;782;
5287;10600;371;104;213;1308;
5288;10650;1303;797;885;1285;
5289;10650;225;29;102;292;
5290;10690;137;385;205;112;
5291;10690;1021;850;1331;312;
5292;10697;119;191;11;297;
5293;10700;1050;1307;353;335;
5294;10700;28;194;619;69;
5295;10700;122;131;290;268;
5296;10700;282;277;256;290;
5297;10700;1020;1218;474;517;
5298;10700;144;208;1082;111;
5299;10700;1306;125;151;888;
5300;10700;260;269;262;211;
5301;10700;343;782;204;387;
5302;10700;99;363;4;22;
5303;10750;195;184;158;67;
5304;10750;245;142;1090;338;
5305;10750;76;107;146;77;
5306;10750;864;259;1207;1281;
5307;10770;849;1058;890;967;
5308;10770;168;17;299;98;
5309;10770;281;378;92;317;
5310;10780;12;215;262;37;
5311;10780;357;50;251;387;
5312;10790;378;158;1391;385;
5313;10800;340;89;1265;301;
5314;10800;167;238;14;7;
5315;10800;79;273;192;57;
5316;10800;198;119;250;167;
5317;10800;60;1042;1237;694;
5318;10800;257;307;508;796;
5319;10800;391;1152;364;1282;
5320;10800;220;271;514;215;
5321;10800;188;414;305;94;
5322;10800;179;334;48;258;
5323;10800;335;190;637;117;
5324;10800;1335;70;1247;661;
5325;10800;275;385;350;369;
5326;10800;147;369;978;343;
5327;10800;209;669;238;141;
5328;10800;237;129;228;111;
5329;10847;233;84;160;249;
5330;10850;1307;875;876;1389;
5331;10850;720;1318;1215;670;
5332;10850;315;142;173;633;
5333;10850;266;130;917;229;
5334;10850;127;1242;153;199;
5335;10884;135;558;85;143;
5336;10890;147;26;536;252;
5337;10890;131;587;147;217;
5338;10900;248;114;194;270;
5339;10900;1316;1302;1358;1084;
5340;10900;892;563;967;300;
5341;10900;185;95;302;83;
5342;10900;226;68;726;274;
5343;10900;235;379;25;39;
5344;10900;160;544;183;158;
5345;10900;495;899;703;694;
5346;10900;373;364;20;180;
5347;10900;803;585;1089;1117;
5348;10900;169;1067;127;364;
5349;10900;602;1331;1144;1068;
5350;10900;735;831;1221;1281;
5351;10900;180;137;190;294;
5352;10900;266;295;268;247;
5353;10900;164;177;142;46;
5354;10900;21;171;248;114;
5355;10900;45;378;159;174;
5356;10900;5;145;209;103;
5357;10900;307;104;396;349;
5358;10900;768;758;839;954;
5359;10900;372;79;404;196;
5360;10950;479;163;140;1143;
5361;10950;301;12;1324;807;
5362;10950;197;374;128;126;
5363;10953;256;147;697;114;
5364;10958;266;323;514;158;
5365;10960;386;92;241;363;
5366;10970;33;320;65;15;
5367;10980;360;767;795;1264;
5368;10980;222;49;1111;173;
5369;10990;61;432;328;63;
5370;10990;61;167;109;78;
5371;10990;1078;201;1024;763;
5372;10990;16;188;291;253;
5373;11000;304;159;326;105;
5374;11000;98;388;61;23;
5375;11000;631;930;1120;965;
5376;11000;19;284;274;14;
5377;11000;371;244;247;216;
5378;11000;32;201;306;176;
5379;11000;125;182;226;185;
5380;11000;282;182;225;255;
5381;11000;355;662;363;205;
5382;11000;1376;859;710;1141;
5383;11000;541;58;383;837;
5384;11000;1011;1245;1052;826;
5385;11000;1265;599;742;1014;
5386;11000;155;341;45;102;
5387;11000;645;553;919;450;
5388;11000;366;247;501;184;
5389;11000;498;927;640;645;
5390;11000;149;231;164;149;
5391;11000;1110;426;691;644;
5392;11000;859;242;134;184;
5393;11000;148;89;303;231;
5394;11000;1356;64;194;26;
5395;11000;208;183;282;397;
5396;11000;379;317;227;684;
5397;11000;1320;230;676;900;
5398;11057;77;14;395;6;
5399;11072;54;21;344;92;
5400;11100;388;42;496;296;
5401;11100;43;61;26;195;
5402;11100;79;106;8;380;
5403;11100;657;1089;894;375;
5404;11116;587;945;653;523;
5405;11185;80;123;37;79;
5406;11190;136;145;134;184;
5407;11199;261;209;553;897;
5408;11200;289;1058;275;735;
5409;11200;57;245;122;148;
5410;11200;182;177;159;296;
5411;11200;35;158;140;37;
5412;11200;363;140;334;658;
5413;11200;354;868;353;315;
5414;11200;73;234;365;174;
5415;11200;328;359;847;177;
5416;11200;573;926;830;349;
5417;11200;257;181;502;1215;
5418;11218;49;15;562;258;
5419;11247;909;943;740;340;
5420;11260;143;141;296;328;
5421;11260;129;186;121;27;
5422;11260;154;189;164;56;
5423;11260;118;267;258;134;
5424;11265;43;450;314;26;
5425;11289;221;154;922;162;
5426;11300;296;343;443;318;
5427;11300;1000;771;647;786;
5428;11300;133;898;380;263;
5429;11300;590;1386;1319;689;
5430;11300;101;898;22;44;
5431;11300;898;316;452;582;
5432;11300;93;181;81;53;
5433;11370;347;93;258;244;
5434;11400;109;820;356;371;
5435;11400;186;81;367;341;
5436;11400;155;337;225;162;
5437;11400;332;82;217;293;
